id,Survey,Camera,Year,X,Y,nOcc,Habitat,Area,Zone,DistWater,Tree cover,DistVillag,Dog Freq,Human Freq,Freq small mammals,NDVI,Patch,Fishing Cat,Leopard Cat,Smooth-coated otter,Hairy-nosed otter,Large-spotted civet,Common Palm civet,Long-tailed macaque,Sunda Pangolin
449,34,KT102,2023,285813.0442,1266704.009,26,Back mangrove,KK Island,Koh Kapik CPA,161,80,2087.09,0,0.714285714,1.19047619,0.739975691,59.104,0,0,0,0,0,0,0,0
450,34,KT19A,2023,288278.2707,1268874.893,23,Back mangrove,KK Island,Koh Sralao CPA,75,50,1925.242237,0,0.476190476,0,0.771217704,259.465,0,0,0,0,0,1,0,0
451,34,KT32,2023,291816.099,1269360.122,42,Mixed mangrove,PKWS Mainland,PKWS,4,100,2665.837752,0,0.476190476,1.19047619,0.718960524,299.2,0,0,7,0,0,1,4,0
452,34,KT46A,2023,283308.2364,1268120.541,30,Back mangrove,KK Island,Koh Kapik CPA,1,50,1187.219621,6.19047619,0.238095238,0,0.651871204,147.931,0,0,0,0,0,0,0,0
453,34,KT92,2023,284072.9749,1266996.484,19,Fringe mangrove,KK Island,Koh Kapik CPA,5,80,332.36,0,0.476190476,1.666666667,0.809157073,374.747,0,0,6,0,0,0,1,0
454,34,M2.2,2023,293227.2405,1266177.362,19,Melaleuca,BSNP Mainland,BSNP,214.93,60,3649.824571,0,0,3.095238095,0.56284827,858.42,0,0,0,0,0,1,0,0
455,35,J,2023,283969.7282,1267213.386,13,Fringe mangrove,KK Island,Koh Kapik CPA,1,80,575.0682859,0,0,0,0.880786657,374.747,0,0,0,0,0,0,2,0
456,35,KT100A,2023,282899.0417,1270181.954,12,Back mangrove,KK Island,Core Zone,242,80,3355.19,0,0,1.709401709,0.883990705,147.931,0,0,0,0,0,0,2,0
457,35,KT102A,2023,285813.0442,1266704.009,13,Back mangrove,KK Island,Koh Kapik CPA,161,80,2087.09,0,5.982905983,0,0.739975691,59.104,0,0,0,0,0,0,2,0
458,35,KT105A,2023,284058,1264903,13,Back mangrove,KK Island,Koh Kapik CPA,5,80,1532.04,0.854700855,0,0,0.524492264,412.569,0,0,1,0,0,0,0,0
459,35,KT32,2023,291816.099,1269360.122,12,Mixed mangrove,PKWS Mainland,PKWS,4,100,2665.837752,0,0.854700855,5.982905983,0.718960524,299.2,0,1,4,0,0,0,1,0
460,35,KT42,2023,287122.3626,1267771.679,12,Back mangrove,KK Island,Koh Sralao CPA,50,100,2652.073141,0,0,0.854700855,0.725671887,259.465,0,1,0,0,0,0,0,0
461,35,KT46A,2023,283308.2364,1268120.541,13,Back mangrove,KK Island,Koh Kapik CPA,1,50,1187.219621,7.692307692,1.709401709,0,0.651871204,147.931,1,0,0,0,0,0,0,0
462,35,KT92,2023,284072.9749,1266996.484,13,Fringe mangrove,KK Island,Koh Kapik CPA,5,80,332.36,0.854700855,0.854700855,1.709401709,0.809157073,374.747,0,0,5,0,0,0,4,0
463,35,M2.2,2023,293227.2405,1266177.362,13,Melaleuca,BSNP Mainland,BSNP,214.93,60,3649.824571,0,1.709401709,7.692307692,0.56284827,858.42,0,0,0,0,0,0,0,0
464,MoE,PK10,2022,283154,1272229,93,Back mangrove,KK Island,Core Zone,323,80,5406.44,0,0.512820513,1.923076923,0.712946296,6.379,0,0,0,0,0,1,0,0
465,MoE,PK11,2022,282537,1272357,93,Back mangrove,KK Island,Core Zone,112,80,5280.9,0,2.820512821,1.153846154,0.747211933,6.763,0,0,0,0,0,1,3,0
466,MoE,PK12,2022,283862.7997,1271740.756,64,Back mangrove,KK Island,Core Zone,118,80,4757.69,0,0.769230769,2.435897436,0.72676152,66.789,0,0,9,0,0,0,5,0
467,MoE,PK13,2022,282291.2568,1271432.653,65,Back mangrove,KK Island,Core Zone,328,80,4784.05,0,0.384615385,0.512820513,0.651502132,2389.698,0,0,0,0,0,0,5,0
468,MoE,PK14,2022,284544.9701,1270636.85,91,Back mangrove,KK Island,Core Zone,125,80,3759.61,0,0.769230769,1.41025641,0.640081823,59.835,0,0,0,0,0,0,3,0
469,MoE,PK16,2022,284197.4695,1270883.528,92,Back mangrove,KK Island,Core Zone,262,80,3932.19,0,0.128205128,1.794871795,0.720930219,59.835,0,0,0,0,0,0,2,0
470,MoE,PK32,2022,282908,1272945,93,Back mangrove,KK Island,Conservation,241,100,4947.12,0,0.384615385,1.41025641,0.667326748,18.598,0,0,0,0,0,0,1,0
471,MoE,PK33,2022,284227,1272157,72,Back mangrove,KK Island,Core Zone,383,80,6411.72,0,0,0.256410256,0.619377196,66.789,5,0,0,0,0,6,1,0
472,MoE,PK34,2022,282887,1270172,25,Back mangrove,KK Island,Core Zone,242,80,3355.19,0,0,0.384615385,0.760380387,147.931,0,0,0,0,0,0,4,0
473,MoE,PK35,2022,284829.1222,1269728.094,93,Back mangrove,KK Island,Conservation,166,80,3021.77,0,1.025641026,1.41025641,0.622496784,141.236,0,0,0,0,0,1,14,0
